GOP,layer, Y-PSNR, bits
635,3,33.131,17915
635,4,34.282,24097
635,5,35.318,29753
635,6,36.431,39545
635,7,37.613,49789
635,8,38.787,63862
636,1,34.403,12909
636,2,35.121,6670
636,3,36.194,10539
636,4,37.304,13636
636,5,38.322,16802
636,6,39.378,21905
636,7,40.417,26565
636,8,41.396,33497
637,1,34.682,10177
637,2,35.429,5787
637,3,36.469,8913
637,4,37.621,11469
637,5,38.644,13898
637,6,39.701,18129
637,7,40.755,22296
637,8,41.691,27818
638,1,34.789,8970
638,2,35.554,5444
638,3,36.682,8545
638,4,37.834,10706
638,5,38.837,12860
638,6,39.888,16763
638,7,40.930,20633
638,8,41.859,25897
639,1,34.876,7739
639,2,35.657,5056
639,3,36.796,7819
639,4,37.986,10079
639,5,38.943,12081
639,6,39.996,15911
639,7,41.044,20152
639,8,41.960,24791
640,1,35.042,5870
640,2,35.772,4081
640,3,36.930,6267
640,4,38.080,7834
640,5,39.095,9645
640,6,40.144,12326
640,7,41.186,15504
640,8,42.130,20447
641,1,36.606,6120
641,2,37.393,3610
641,3,38.576,5563
641,4,39.720,6806
641,5,40.809,8592
641,6,41.975,11404
641,7,43.094,14011
641,8,44.079,18061
642,1,36.085,19860
642,2,36.837,7399
642,3,37.843,11827
642,4,38.964,15926
642,5,40.162,20956
642,6,41.310,25882
642,7,42.487,32749
642,8,43.924,41209
643,1,39.454,7371
643,2,40.032,3193
643,3,40.867,4985
643,4,41.914,6838
643,5,43.034,9382
643,6,44.127,11459
643,7,45.250,14720
643,8,46.764,19182
644,1,35.390,10136
644,2,36.046,6187
644,3,36.969,10194
644,4,37.974,14206
644,5,38.930,17971
644,6,39.952,25405
644,7,40.959,31605
644,8,42.184,42115
645,1,32.528,20012
645,2,33.208,10580
645,3,34.121,17127
645,4,35.103,23303
645,5,36.062,29902
645,6,37.098,41303
645,7,38.165,52537
645,8,39.288,68657
646,1,31.161,26555
646,2,31.859,13245
646,3,32.816,21354
646,4,33.869,29541
646,5,34.864,37275
646,6,35.947,50404
646,7,37.061,63639
646,8,38.209,80677
647,1,31.385,17687
647,2,32.119,9621
647,3,33.114,15401
647,4,34.203,20592
647,5,35.162,25872
647,6,36.260,35644
647,7,37.364,45510
647,8,38.457,57817
648,1,31.409,16675
648,2,32.139,9241
648,3,33.148,14801
648,4,34.239,19977
648,5,35.195,25001
648,6,36.298,34266
648,7,37.418,43609
648,8,38.493,54876
649,1,31.412,17823
649,2,32.135,9606
649,3,33.118,15287
649,4,34.188,20570
649,5,35.173,25893
649,6,36.264,34592
649,7,37.404,44695
649,8,38.494,55792
650,1,31.538,15709
650,2,32.275,8766
650,3,33.285,14180
650,4,34.351,18894
650,5,35.307,23496
650,6,36.388,32067
650,7,37.516,41253
650,8,38.573,51714
651,1,31.666,13700
651,2,32.422,8209
651,3,33.417,12431
651,4,34.468,16967
651,5,35.406,20982
651,6,36.468,28935
651,7,37.568,37253
651,8,38.615,47320
652,1,31.522,14952
652,2,32.288,8948
652,3,33.241,13634
652,4,34.285,18254
652,5,35.249,22847
652,6,36.321,31091
652,7,37.415,40252
652,8,38.463,50731
653,1,31.398,18155
653,2,32.108,9659
653,3,33.077,15135
653,4,34.130,20339
653,5,35.089,25465
653,6,36.162,34580
653,7,37.271,44423
653,8,38.333,55757
654,1,31.259,20432
654,2,31.966,10677
654,3,32.929,16853
654,4,33.980,22478
654,5,34.921,27724
654,6,35.997,38182
654,7,37.117,48580
654,8,38.195,61079
655,1,31.336,18049
655,2,32.046,9953
655,3,33.026,15649
655,4,34.077,20529
655,5,35.023,25699
655,6,36.099,34261
655,7,37.205,44658
655,8,38.266,56121
656,1,31.392,17946
656,2,32.107,9727
656,3,33.076,15201
656,4,34.125,20056
656,5,35.080,25283
656,6,36.147,34321
656,7,37.248,44931
656,8,38.304,56565
657,1,31.310,18436
657,2,32.017,9928
657,3,32.989,15345
657,4,34.043,20600
657,5,34.990,25300
657,6,36.051,34768
657,7,37.177,45657
657,8,38.230,56861
658,1,31.357,16944
658,2,32.097,9225
658,3,33.049,14516
658,4,34.091,19314
658,5,35.040,23883
658,6,36.092,32778
658,7,37.214,43104
658,8,38.275,54239
659,1,31.426,16432
659,2,32.126,9298
659,3,33.115,14447
659,4,34.159,18967
659,5,35.108,23838
659,6,36.180,32757
659,7,37.266,41736
659,8,38.310,53177
660,1,31.342,16735
660,2,32.116,9596
660,3,33.095,14549
660,4,34.120,19091
660,5,35.061,23999
660,6,36.137,32456
660,7,37.233,42062
660,8,38.274,53032
661,1,31.381,14877
661,2,32.100,8479
661,3,33.075,13328
661,4,34.120,17651
661,5,35.074,21948
661,6,36.126,29623
661,7,37.212,38321
661,8,38.276,49963
662,1,32.479,21156
662,2,33.148,10112
662,3,34.133,16160
662,4,35.190,21457
662,5,36.181,26807
662,6,37.238,35294
662,7,38.339,44668
662,8,39.400,55493
663,1,32.486,18644
663,2,33.174,9504
663,3,34.206,15140
663,4,35.289,19592
663,5,36.277,23911
663,6,37.363,32128
663,7,38.470,39800
663,8,39.482,49612
664,1,32.319,22770
664,2,32.966,10564
664,3,33.957,16965
664,4,35.035,22611
664,5,36.032,27898
664,6,37.120,37305
664,7,38.233,46471
664,8,39.301,57771
665,1,32.211,22032
665,2,32.863,10750
665,3,33.872,17600
665,4,34.943,22835
665,5,35.929,28350
665,6,37.013,37435
665,7,38.129,46375
665,8,39.221,59556
666,1,32.492,19404
666,2,33.223,9631
666,3,34.271,14680
666,4,35.374,19382
666,5,36.336,23424
666,6,37.423,31156
666,7,38.492,38736
666,8,39.515,47977
667,1,30.851,25550
667,2,31.633,12542
667,3,32.646,19914
667,4,33.709,26156
667,5,34.704,32531
667,6,35.822,43134
667,7,36.959,53966
667,8,38.082,68070
668,1,30.761,28630
668,2,31.524,13478
668,3,32.534,21387
668,4,33.613,28578
668,5,34.611,35005
668,6,35.722,47295
668,7,36.864,58961
668,8,37.991,73802
669,1,30.730,27550
669,2,31.510,13269
669,3,32.520,21173
669,4,33.580,27861
669,5,34.587,35205
669,6,35.727,47037
669,7,36.863,58371
669,8,37.986,73377
670,1,30.568,33519
670,2,31.302,14952
670,3,32.319,24131
670,4,33.403,31903
670,5,34.447,39952
670,6,35.559,52187
670,7,36.726,66271
670,8,37.878,82237
671,1,30.660,29861
671,2,31.422,13877
671,3,32.445,22198
671,4,33.507,29267
671,5,34.531,37018
671,6,35.631,48477
671,7,36.795,61652
671,8,37.915,76256
672,1,30.783,29745
672,2,31.547,13903
672,3,32.551,21684
672,4,33.625,28827
672,5,34.629,35924
672,6,35.718,48053
672,7,36.851,61158
672,8,37.979,76535
673,1,30.779,31163
673,2,31.532,13979
673,3,32.554,22385
673,4,33.611,29017
673,5,34.628,36425
673,6,35.719,48250
673,7,36.890,61556
673,8,38.031,76641
674,1,30.770,28545
674,2,31.502,13151
674,3,32.488,21151
674,4,33.534,27961
674,5,34.569,35868
674,6,35.664,47500
674,7,36.837,60574
674,8,37.966,76006
675,1,31.191,21494
675,2,31.921,10911
675,3,32.912,17127
675,4,33.973,23100
675,5,34.947,28617
675,6,36.043,38729
675,7,37.166,49511
675,8,38.256,62992
676,1,31.332,18373
676,2,32.111,10073
676,3,33.092,15324
676,4,34.141,20591
676,5,35.094,25183
676,6,36.183,34796
676,7,37.316,45024
676,8,38.386,57204
677,1,31.921,12906
677,2,32.716,7527
677,3,33.713,11656
677,4,34.744,15282
677,5,35.705,19461
677,6,36.794,26861
677,7,37.877,34493
677,8,38.924,45678
678,1,33.927,12734
678,2,34.661,6589
678,3,35.732,10309
678,4,36.876,13349
678,5,37.864,16348
678,6,38.921,21346
678,7,39.991,26335
678,8,40.970,33160
679,1,33.804,12585
679,2,34.558,6756
679,3,35.606,10591
679,4,36.765,13486
679,5,37.751,16576
679,6,38.817,21629
679,7,39.897,26616
679,8,40.853,33094
680,1,33.735,14155
680,2,34.464,7237
680,3,35.541,11474
680,4,36.656,14812
680,5,37.654,18198
680,6,38.743,24127
680,7,39.808,28986
680,8,40.805,36746
681,1,33.538,14337
681,2,34.292,7694
681,3,35.364,12224
681,4,36.498,15811
681,5,37.461,19054
681,6,38.519,24799
681,7,39.601,30906
681,8,40.576,38121
682,1,33.535,15094
682,2,34.264,7581
682,3,35.326,12140
682,4,36.459,15920
682,5,37.434,19117
682,6,38.493,26032
682,7,39.539,31532
682,8,40.574,40475
683,1,33.713,13312
683,2,34.461,7296
683,3,35.552,11108
683,4,36.686,14352
683,5,37.664,17471
683,6,38.726,22856
683,7,39.800,28274
683,8,40.765,35111
684,1,33.400,19249
684,2,34.148,8930
684,3,35.196,13971
684,4,36.325,18466
684,5,37.331,22446
684,6,38.414,29686
684,7,39.455,35680
684,8,40.502,46031
685,1,33.410,17983
685,2,34.165,8251
685,3,35.266,12997
685,4,36.394,16930
685,5,37.391,20421
685,6,38.460,26821
685,7,39.544,33065
685,8,40.560,40766
686,1,31.965,20728
686,2,32.703,10925
686,3,33.723,17141
686,4,34.791,22310
686,5,35.795,27862
686,6,36.873,37860
686,7,38.010,48134
686,8,39.110,61246
687,1,31.645,31380
687,2,32.323,13873
687,3,33.327,22299
687,4,34.402,29853
687,5,35.427,37416
687,6,36.531,49347
687,7,37.676,61272
687,8,38.845,77362
688,1,31.848,23941
688,2,32.527,11776
688,3,33.500,18480
688,4,34.579,24885
688,5,35.557,30992
688,6,36.655,42173
688,7,37.787,52467
688,8,38.892,66303
689,1,31.414,31418
689,2,32.101,13893
689,3,33.069,22318
689,4,34.158,30359
689,5,35.169,37771
689,6,36.260,50104
689,7,37.409,63318
689,8,38.573,79295
690,1,31.469,25144
690,2,32.172,12481
690,3,33.148,19706
690,4,34.236,26175
690,5,35.238,32827
690,6,36.322,43899
690,7,37.471,55385
690,8,38.594,71116
691,1,32.147,29691
691,2,32.817,12385
691,3,33.754,20405
691,4,34.818,27113
691,5,35.829,33435
691,6,36.923,43936
691,7,38.047,55443
691,8,39.225,70221
692,1,32.052,33860
692,2,32.726,12923
692,3,33.707,21275
692,4,34.814,28269
692,5,35.870,35597
692,6,36.973,45549
692,7,38.141,56518
692,8,39.360,70884
693,1,33.029,21967
693,2,33.689,9378
693,3,34.697,15660
693,4,35.785,20398
693,5,36.811,25709
693,6,37.884,33289
693,7,38.978,41447
693,8,40.035,51415
694,1,33.229,19218
694,2,33.905,9172
694,3,34.930,14119
694,4,36.024,18107
694,5,37.064,22020
694,6,38.139,28476
694,7,39.212,34849
694,8,40.204,43581
695,1,33.394,16242
695,2,34.052,8094
695,3,35.107,12963
695,4,36.218,16345
695,5,37.232,19469
695,6,38.294,25463
695,7,39.379,31461
695,8,40.359,38733
696,1,33.485,16112
696,2,34.135,7855
696,3,35.187,12698
696,4,36.307,16176
696,5,37.289,19156
696,6,38.348,25202
696,7,39.383,30498
696,8,40.369,38555
697,1,33.629,15038
697,2,34.294,7431
697,3,35.315,11774
697,4,36.442,15158
697,5,37.385,18086
697,6,38.453,24182
697,7,39.515,28994
697,8,40.480,36066
698,1,33.711,14859
698,2,34.372,6799
698,3,35.410,11147
698,4,36.482,14293
698,5,37.452,17850
698,6,38.488,23549
698,7,39.543,29531
698,8,40.531,36627
699,1,33.489,17237
699,2,34.171,8205
699,3,35.192,12449
699,4,36.248,15896
699,5,37.239,19815
699,6,38.290,25889
699,7,39.343,31619
699,8,40.343,39808
700,1,33.659,13308
700,2,34.402,7105
700,3,35.456,10553
700,4,36.566,13781
700,5,37.534,16201
700,6,38.582,21449
700,7,39.614,26625
700,8,40.550,32928
701,1,31.683,30251
701,2,32.364,13498
701,3,33.352,22002
701,4,34.425,29068
701,5,35.433,35231
701,6,36.489,46505
701,7,37.627,58773
701,8,38.707,70515
702,1,30.881,28392
702,2,31.581,13532
702,3,32.584,21606
702,4,33.672,28383
702,5,34.669,34689
702,6,35.788,46489
702,7,36.939,59174
702,8,38.066,73135
703,1,30.652,31162
703,2,31.388,14622
703,3,32.405,23327
703,4,33.496,31145
703,5,34.520,38436
703,6,35.626,50950
703,7,36.770,64109
703,8,37.901,80208
704,1,31.559,25881
704,2,32.259,11999
704,3,33.237,19513
704,4,34.306,25987
704,5,35.316,32817
704,6,36.399,43727
704,7,37.507,53963
704,8,38.726,71492
705,1,33.060,20045
705,2,33.744,9813
705,3,34.732,16119
705,4,35.813,21536
705,5,36.828,26867
705,6,37.922,36263
705,7,39.042,44247
705,8,40.270,58721
706,1,33.370,17231
706,2,34.112,8903
706,3,35.139,13926
706,4,36.276,18845
706,5,37.355,23288
706,6,38.467,30916
706,7,39.582,37328
706,8,40.705,48180
707,1,33.342,17528
707,2,34.164,9580
707,3,35.274,14636
707,4,36.437,18765
707,5,37.521,22905
707,6,38.631,29608
707,7,39.766,36231
707,8,40.982,46811
708,1,33.932,14703
708,2,34.766,8747
708,3,35.862,12960
708,4,37.013,16674
708,5,38.052,20372
708,6,39.141,26956
708,7,40.217,32354
708,8,41.481,43003
709,1,32.075,26836
709,2,32.782,12526
709,3,33.724,19764
709,4,34.782,26732
709,5,35.763,32569
709,6,36.810,43199
709,7,37.870,54006
709,8,38.995,67386
710,1,31.633,23633
710,2,32.314,11717
710,3,33.276,18249
710,4,34.306,24140
710,5,35.261,30196
710,6,36.329,40306
710,7,37.417,51022
710,8,38.489,63917
711,1,31.764,21473
711,2,32.447,10648
711,3,33.430,17124
711,4,34.487,22970
711,5,35.460,28313
711,6,36.562,38388
711,7,37.626,47182
711,8,38.704,60310
712,1,32.087,20187
712,2,32.793,10124
712,3,33.764,16301
712,4,34.839,21469
712,5,35.786,26352
712,6,36.838,35693
712,7,37.914,44453
712,8,38.978,55990
713,1,33.355,18447
713,2,34.047,8827
713,3,34.987,14097
713,4,36.007,18423
713,5,36.948,23429
713,6,37.958,31466
713,7,39.000,39088
713,8,40.171,52354
714,1,33.962,14087
714,2,34.736,7007
714,3,35.748,11019
714,4,36.817,14857
714,5,37.765,18561
714,6,38.786,24893
714,7,39.860,31456
714,8,40.999,42075
715,1,33.958,14961
715,2,34.609,6752
715,3,35.612,10961
715,4,36.679,14916
715,5,37.654,18857
715,6,38.729,26370
715,7,39.810,32296
715,8,40.940,41888
716,1,34.446,13504
716,2,35.061,6089
716,3,35.988,10677
716,4,36.996,14630
716,5,37.938,18535
716,6,38.909,24511
716,7,39.925,32171
716,8,41.033,42480
717,1,34.656,8202
717,2,35.223,4056
717,3,36.115,6839
717,4,37.087,9304
717,5,37.954,11235
717,6,38.914,14904
717,7,39.906,19087
717,8,40.865,23329
718,1,34.491,8059
718,2,35.063,4468
718,3,35.985,7287
718,4,36.969,9668
718,5,37.812,11764
718,6,38.794,15910
718,7,39.783,20226
718,8,40.739,25425
719,1,34.165,8618
719,2,34.744,4748
719,3,35.666,8254
719,4,36.631,10698
719,5,37.520,13541
719,6,38.514,18522
719,7,39.525,23635
719,8,40.514,29541
720,1,33.388,11962
720,2,33.993,6887
720,3,34.899,11439
720,4,35.844,15540
720,5,36.759,20151
720,6,37.754,27237
720,7,38.804,35275
720,8,39.869,45545
721,1,32.386,18733
721,2,33.010,10189
721,3,33.954,17320
721,4,34.931,23197
721,5,35.884,29832
721,6,36.916,40820
721,7,38.015,52135
721,8,39.173,67722
722,1,31.627,22274
722,2,32.308,11993
722,3,33.306,19679
722,4,34.364,26482
722,5,35.335,33350
722,6,36.414,44733
722,7,37.562,56700
722,8,38.736,71825
723,1,30.597,41419
723,2,31.265,18731
723,3,32.277,30949
723,4,33.401,42138
723,5,34.473,52697
723,6,35.606,68638
723,7,36.823,85648
723,8,38.086,106429
724,1,29.265,53554
724,2,29.927,25440
724,3,30.932,42805
724,4,32.047,58050
724,5,33.156,73671
724,6,34.343,95764
724,7,35.651,119665
724,8,37.005,145882
725,1,28.132,65429
725,2,28.799,31947
725,3,29.809,53340
725,4,30.947,72925
725,5,32.058,91525
725,6,33.294,120288
725,7,34.643,150846
725,8,36.042,182494
726,1,27.753,66718
726,2,28.457,33714
726,3,29.508,55274
726,4,30.640,75258
726,5,31.764,95557
726,6,33.009,125142
726,7,34.362,157197
726,8,35.756,188580
727,1,28.078,58588
727,2,28.763,29515
727,3,29.783,48762
727,4,30.913,66785
727,5,32.063,86457
727,6,33.285,110204
727,7,34.636,140877
727,8,36.059,172920
728,1,32.621,23943
728,2,33.332,11810
728,3,34.306,18398
728,4,35.330,24148
728,5,36.317,30277
728,6,37.377,39780
728,7,38.478,50318
728,8,39.605,64025
729,1,32.379,23004
729,2,33.078,11318
729,3,34.061,17994
729,4,35.118,24052
729,5,36.101,29663
729,6,37.153,40122
729,7,38.230,49661
729,8,39.325,63072
730,1,32.177,21846
730,2,32.890,11074
730,3,33.896,17934
730,4,34.967,23010
730,5,35.955,28593
730,6,37.031,37892
730,7,38.120,47591
730,8,39.182,60115
731,1,33.507,17477
731,2,34.116,9319
731,3,35.008,14987
731,4,35.964,19245
731,5,36.916,25103
731,6,37.915,33457
731,7,38.935,41696
731,8,40.041,55127
732,1,33.241,29547
732,2,33.828,12650
732,3,34.697,20737
732,4,35.746,28273
732,5,36.779,36493
732,6,37.834,48010
732,7,38.907,59538
732,8,40.249,82361
733,1,32.262,50668
733,2,32.934,20162
733,3,33.853,31272
733,4,34.941,41616
733,5,36.041,53420
733,6,37.161,68849
733,7,38.353,87965
733,8,39.828,111713
734,1,28.785,52553
734,2,29.532,26007
734,3,30.587,41674
734,4,31.751,56590
734,5,32.886,72605
734,6,34.074,95747
734,7,35.343,122079
734,8,36.732,157926
735,1,28.595,62246
735,2,29.381,28496
735,3,30.454,45190
735,4,31.595,58664
735,5,32.739,75689
735,6,33.992,99015
735,7,35.336,127152
735,8,36.726,154070
736,1,28.268,46822
736,2,29.065,24684
736,3,30.114,39742
736,4,31.201,53012
736,5,32.261,68349
736,6,33.491,94490
736,7,34.816,121625
736,8,36.183,153498
737,1,28.102,54739
737,2,28.867,27702
737,3,29.936,44703
737,4,31.074,59585
737,5,32.169,75586
737,6,33.394,102098
737,7,34.746,131454
737,8,36.151,164766
738,1,27.933,54778
738,2,28.687,27527
738,3,29.768,44899
738,4,30.928,59761
738,5,32.046,75897
738,6,33.298,102485
738,7,34.668,132312
738,8,36.070,162617
739,1,27.989,51402
739,2,28.776,27166
739,3,29.879,43561
739,4,31.063,56434
739,5,32.178,72004
739,6,33.434,96671
739,7,34.786,125074
739,8,36.157,153805
740,1,28.134,48149
740,2,28.913,25623
740,3,29.979,41097
740,4,31.078,53567
740,5,32.157,70027
740,6,33.371,94882
740,7,34.708,123878
740,8,36.065,154076
741,1,28.027,48861
741,2,28.829,26155
741,3,29.889,42219
741,4,31.035,55785
741,5,32.125,70986
741,6,33.357,96606
741,7,34.696,126529
741,8,36.056,156614
742,1,28.008,47167
742,2,28.822,24908
742,3,29.904,40424
742,4,31.038,52542
742,5,32.111,67947
742,6,33.325,92888
742,7,34.652,122632
742,8,36.003,152815
743,1,28.488,29824
743,2,29.295,18050
743,3,30.381,30369
743,4,31.527,40888
743,5,32.619,53518
743,6,33.822,73411
743,7,35.129,99081
743,8,36.455,126100
744,1,32.711,23648
744,2,33.387,11657
744,3,34.423,18582
744,4,35.544,24045
744,5,36.616,30350
744,6,37.744,39908
744,7,38.924,50075
744,8,40.077,61851
745,1,30.424,39467
745,2,31.110,17888
745,3,32.205,29785
745,4,33.360,39046
745,5,34.469,49767
745,6,35.690,66071
745,7,36.965,82275
745,8,38.251,100130
746,1,29.486,39933
746,2,30.239,20684
746,3,31.366,33249
746,4,32.549,43588
746,5,33.678,55154
746,6,34.915,73230
746,7,36.247,92860
746,8,37.527,111149
747,1,29.259,42477
747,2,30.009,22104
747,3,31.128,35957
747,4,32.294,46631
747,5,33.425,59541
747,6,34.656,79400
747,7,35.979,99872
747,8,37.284,121288
748,1,28.970,48953
748,2,29.706,24407
748,3,30.814,39601
748,4,31.999,52563
748,5,33.128,66124
748,6,34.357,87536
748,7,35.692,110476
748,8,37.028,134200
749,1,29.052,60230
749,2,29.754,26398
749,3,30.799,44056
749,4,31.916,58196
749,5,33.023,75145
749,6,34.198,97900
749,7,35.504,124004
749,8,36.849,152427
750,1,28.512,60175
750,2,29.242,28589
750,3,30.318,46988
750,4,31.457,61790
750,5,32.564,78714
750,6,33.802,104113
750,7,35.124,131413
750,8,36.463,159795
751,1,28.475,60635
751,2,29.165,28497
751,3,30.240,47252
751,4,31.372,62772
751,5,32.479,80189
751,6,33.695,105411
751,7,35.028,135040
751,8,36.371,163192
752,1,28.475,56409
752,2,29.204,27729
752,3,30.269,45447
752,4,31.404,60120
752,5,32.507,76503
752,6,33.723,101961
752,7,35.043,129945
752,8,36.377,157625
753,1,30.088,36526
753,2,30.801,18053
753,3,31.912,30691
753,4,33.077,39872
753,5,34.187,51450
753,6,35.394,67057
753,7,36.693,85428
753,8,37.953,104246
754,1,33.146,17388
754,2,33.920,8635
754,3,35.197,13929
754,4,36.495,16757
754,5,37.711,20969
754,6,38.921,26530
754,7,40.151,31576
754,8,41.226,38403
755,1,33.294,19082
755,2,34.099,8995
755,3,35.351,14071
755,4,36.673,17838
755,5,37.860,22433
755,6,39.045,28275
755,7,40.277,34291
755,8,41.389,42444
756,1,33.660,14524
756,2,34.446,6647
756,3,35.745,10921
756,4,37.042,13605
756,5,38.157,17187
756,6,39.325,22637
756,7,40.554,27618
756,8,41.588,33591
757,1,33.439,20240
757,2,34.222,8909
757,3,35.461,14167
757,4,36.734,18127
757,5,37.866,23030
757,6,39.034,29272
757,7,40.273,36008
757,8,41.511,44121
758,1,33.047,24979
758,2,33.816,10696
758,3,34.960,17124
758,4,36.208,22654
758,5,37.368,28948
758,6,38.544,36857
758,7,39.779,44310
758,8,41.132,57723
759,1,32.836,29663
759,2,33.599,12604
759,3,34.687,19942
759,4,35.900,26260
759,5,37.082,33442
759,6,38.276,42755
759,7,39.550,52271
759,8,41.058,67411
760,1,32.119,39796
760,2,32.903,16286
760,3,33.965,25551
760,4,35.161,34058
760,5,36.353,43285
760,6,37.532,54539
760,7,38.786,67191
760,8,40.377,88391
761,1,32.410,36893
761,2,33.153,14678
761,3,34.149,23176
761,4,35.333,31586
761,5,36.509,40151
761,6,37.686,50821
761,7,38.910,62849
761,8,40.428,82020
762,1,32.494,36829
762,2,33.202,15221
762,3,34.219,23865
762,4,35.357,31101
762,5,36.517,40205
762,6,37.685,51308
762,7,38.871,62851
762,8,40.268,81118
763,1,30.949,39017
763,2,31.655,17048
763,3,32.646,27801
763,4,33.731,36984
763,5,34.818,48559
763,6,35.998,65053
763,7,37.228,81641
763,8,38.564,105166
764,1,30.517,34513
764,2,31.249,16888
764,3,32.286,28004
764,4,33.367,37014
764,5,34.419,48189
764,6,35.563,65651
764,7,36.793,83569
764,8,38.057,106528
765,1,30.610,35167
765,2,31.328,17334
765,3,32.324,28229
765,4,33.418,38580
765,5,34.449,48835
765,6,35.599,66588
765,7,36.816,84684
765,8,38.099,109619
766,1,30.930,33970
766,2,31.653,16569
766,3,32.651,26842
766,4,33.736,35734
766,5,34.811,46668
766,6,35.946,61859
766,7,37.175,79426
766,8,38.458,101518
767,1,31.250,41396
767,2,31.936,16288
767,3,32.941,27213
767,4,34.058,36042
767,5,35.141,45776
767,6,36.311,60745
767,7,37.555,75758
767,8,38.901,96263
768,1,30.341,60036
768,2,31.042,23309
768,3,32.083,38676
768,4,33.225,50570
768,5,34.371,65387
768,6,35.498,83426
768,7,36.711,104586
768,8,38.112,136617
769,1,30.480,38436
769,2,31.287,17687
769,3,32.320,27563
769,4,33.466,36627
769,5,34.537,47098
769,6,35.695,61799
769,7,36.927,79838
769,8,38.220,100646
770,1,30.526,33646
770,2,31.325,16490
770,3,32.407,26277
770,4,33.549,34220
770,5,34.576,43561
770,6,35.723,58429
770,7,36.931,74393
770,8,38.172,94691
771,1,30.429,33765
771,2,31.243,17053
771,3,32.384,26772
771,4,33.585,35064
771,5,34.671,43913
771,6,35.862,57989
771,7,37.104,73158
771,8,38.318,90807
772,1,30.490,31158
772,2,31.318,16148
772,3,32.465,25675
772,4,33.629,33230
772,5,34.727,42146
772,6,35.907,56028
772,7,37.139,70868
772,8,38.329,87782
773,1,30.487,29606
773,2,31.302,15941
773,3,32.439,24974
773,4,33.623,32137
773,5,34.706,40777
773,6,35.898,54508
773,7,37.137,69077
773,8,38.321,85130
774,1,30.492,23237
774,2,31.284,13708
774,3,32.434,22126
774,4,33.607,29027
774,5,34.657,37198
774,6,35.860,50496
774,7,37.094,64696
774,8,38.324,83196
775,1,33.249,28824
775,2,33.926,12220
775,3,34.820,19120
775,4,35.839,25802
775,5,36.847,33559
775,6,37.860,43751
775,7,38.917,55306
775,8,40.159,75289
776,1,33.053,26787
776,2,33.680,11987
776,3,34.594,19187
776,4,35.598,25582
776,5,36.572,32744
776,6,37.581,43741
776,7,38.648,55376
776,8,39.773,72123
777,1,33.081,21790
777,2,33.700,10540
777,3,34.636,17099
777,4,35.623,22242
777,5,36.556,28867
777,6,37.560,38783
777,7,38.614,49788
777,8,39.688,64983
778,1,33.187,18481
778,2,33.883,9151
778,3,34.845,14426
778,4,35.859,18915
778,5,36.786,24367
778,6,37.796,32772
778,7,38.827,41668
778,8,39.902,54776
779,1,31.622,40586
779,2,32.291,16059
779,3,33.222,26871
779,4,34.263,35867
779,5,35.297,47168
779,6,36.303,61232
779,7,37.394,78009
779,8,38.615,102610
780,1,29.869,47338
780,2,30.555,19536
780,3,31.572,32610
780,4,32.662,43155
780,5,33.713,56675
780,6,34.841,74567
780,7,36.044,95471
780,8,37.378,125324
781,1,36.249,13632
781,2,36.947,6150
781,3,37.941,8467
781,4,39.115,11040
781,5,40.377,14741
781,6,41.617,18178
781,7,42.824,23320
781,8,44.604,29828
782,1,32.659,33701
782,2,33.327,13731
782,3,34.339,22522
782,4,35.431,29260
782,5,36.597,38312
782,6,37.779,49047
782,7,39.040,61344
782,8,40.401,76630
783,1,30.377,44678
783,2,31.124,18605
783,3,32.178,30399
783,4,33.364,39696
783,5,34.557,51401
783,6,35.839,66864
783,7,37.222,84400
783,8,38.679,104706
784,1,33.546,26182
784,2,34.235,10891
784,3,35.297,17385
784,4,36.423,22242
784,5,37.503,28688
784,6,38.639,37373
784,7,39.770,45962
784,8,40.949,59115
785,1,33.612,17958
785,2,34.347,8834
785,3,35.452,13887
785,4,36.617,17514
785,5,37.652,22190
785,6,38.812,30269
785,7,39.940,36813
785,8,40.966,46241
786,1,33.980,14821
786,2,34.722,7395
786,3,35.844,11855
786,4,37.001,14739
786,5,38.039,18896
786,6,39.171,25037
786,7,40.347,31338
786,8,41.368,39448
787,1,30.718,39444
787,2,31.508,18660
787,3,32.552,29918
787,4,33.681,38988
787,5,34.774,50524
787,6,35.920,66641
787,7,37.133,84877
787,8,38.383,106575
788,1,30.228,44505
788,2,30.888,20344
788,3,31.920,34475
788,4,33.026,46388
788,5,34.104,59681
788,6,35.230,79008
788,7,36.439,99831
788,8,37.739,128270
789,1,30.733,43955
789,2,31.367,18858
789,3,32.370,32473
789,4,33.501,43830
789,5,34.618,56672
789,6,35.734,72957
789,7,36.909,91542
789,8,38.192,119920
790,1,31.474,36665
790,2,32.115,16048
790,3,33.087,26656
790,4,34.230,36611
790,5,35.301,47258
790,6,36.381,61593
790,7,37.533,77800
790,8,38.845,105130
791,1,32.989,20881
791,2,33.684,10458
791,3,34.701,17191
791,4,35.794,22603
791,5,36.851,29782
791,6,37.932,38713
791,7,39.052,48324
791,8,40.249,64746
792,1,33.984,13600
792,2,34.705,7790
792,3,35.762,12453
792,4,36.937,16403
792,5,37.954,20855
792,6,39.018,27533
792,7,40.103,34706
792,8,41.209,45712
793,1,34.436,10999
793,2,35.201,6952
793,3,36.304,10833
793,4,37.455,13744
793,5,38.476,17372
793,6,39.576,23510
793,7,40.639,28892
793,8,41.681,38099
794,1,34.532,10790
